record_doi,archive_name,archive_md5,archive_entry,local_path,size_bytes,entry_md5,entry_sha256
10.5281/zenodo.10525170,WASP43b_MIRI_Data.zip,d14c633b7cdc15a9c990a92cc4fc9b86,WASP43b_MIRI_Data/2_Planetary_Spectra/fiducial_combined.h5,data/spectra/fiducial_combined.h5,9674,3c0de266fee1fccc832d87954efa7ba0,3c270fd46236ec671b88c35846a95c11aef3c2030b61434b600c74d844b4a2a1
10.5281/zenodo.10525170,WASP43b_MIRI_Data.zip,d14c633b7cdc15a9c990a92cc4fc9b86,WASP43b_MIRI_Data/2_Planetary_Spectra/eureka_v1.h5,data/spectra/eureka_v1.h5,12431,f4b242e27f21ca6c5377a2fa71926588,c3a05fbb77638f0101986c40fbbe34e6421262069fbdbabf956728daa7cb4ba2
