sector,filename,transit_events,n_points,transit_supported,delta_bic,timing_shift_hours,depth_ppm,formal_error_ppm,scatter_scaled_error_ppm,reduced_chi_square,beta,robust_error_ppm
9,tess2019058134432-s0009-0000000036734222-0139-s_lc.fits,26,5396,True,104325.8731,-0.06143248043,26341.17137,88.83291881,110.6494932,1.551497193,3.383405674,374.3721231
